"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2022","1,404.88","1,402.60","1,405.43","1,373.42","122.13K","1.10%"
"05/04/2022","1,389.59","1,415.43","1,415.45","1,389.59","114.19K","-1.96%"
"04/29/2022","1,417.31","1,400.88","1,417.31","1,394.17","128.04K","1.17%"
"04/28/2022","1,400.88","1,400.60","1,407.82","1,392.24","91.68K","-0.08%"
"04/27/2022","1,402.03","1,394.85","1,407.70","1,362.87","108.12K","0.37%"
"04/26/2022","1,396.90","1,347.83","1,397.43","1,318.50","181.78K","2.23%"
"04/25/2022","1,366.39","1,444.79","1,445.62","1,356.36","202.43K","-5.40%"
"04/22/2022","1,444.32","1,439.32","1,455.15","1,419.05","150.76K","1.22%"
"04/21/2022","1,426.87","1,434.77","1,452.41","1,422.70","172.36K","-0.60%"
"04/20/2022","1,435.50","1,440.90","1,453.81","1,434.87","150.22K","-0.35%"
"04/19/2022","1,440.61","1,471.63","1,478.50","1,440.61","156.62K","-1.88%"
"04/18/2022","1,468.25","1,493.17","1,493.24","1,466.73","194.44K","-1.71%"
"04/15/2022","1,493.74","1,514.89","1,518.85","1,491.26","181.77K","-1.60%"
"04/14/2022","1,518.01","1,526.49","1,534.28","1,517.07","119.61K","-0.48%"
"04/13/2022","1,525.39","1,512.37","1,526.44","1,506.45","143.87K","1.21%"
"04/12/2022","1,507.20","1,530.30","1,532.03","1,506.41","152.48K","-1.12%"
"04/08/2022","1,524.31","1,541.78","1,547.60","1,524.31","156.34K","-1.14%"
"04/07/2022","1,541.96","1,561.14","1,566.09","1,541.96","198.97K","-0.97%"
"04/06/2022","1,557.11","1,534.23","1,558.41","1,529.23","203.57K","1.16%"
"04/05/2022","1,539.20","1,544.34","1,549.77","1,539.20","125.17K","-0.57%"
"04/04/2022","1,548.04","1,558.21","1,558.98","1,546.46","160.18K","0.36%"
"04/01/2022","1,542.47","1,509.01","1,542.47","1,506.11","195.61K","2.25%"
"03/31/2022","1,508.53","1,502.38","1,512.47","1,500.67","121.69K","0.55%"
"03/30/2022","1,500.23","1,497.98","1,513.91","1,496.59","163.90K","-0.02%"
"03/29/2022","1,500.57","1,484.95","1,501.05","1,484.95","110.33K","1.11%"
"03/28/2022","1,484.16","1,493.12","1,497.06","1,477.72","177.24K","-0.95%"
"03/25/2022","1,498.36","1,499.34","1,503.18","1,494.28","109.44K","0.06%"
"03/24/2022","1,497.44","1,506.49","1,506.79","1,496.96","115.64K","-0.54%"
"03/23/2022","1,505.59","1,514.61","1,519.58","1,505.59","132.33K","-0.52%"
"03/22/2022","1,513.40","1,507.38","1,516.70","1,506.10","155.23K","0.71%"
"03/21/2022","1,502.67","1,480.29","1,502.67","1,480.29","124.70K","1.74%"
"03/18/2022","1,476.94","1,474.02","1,482.96","1,474.02","148.42K","0.48%"
"03/17/2022","1,469.92","1,480.32","1,480.86","1,469.92","109.38K","-0.19%"
"03/16/2022","1,472.69","1,475.17","1,478.42","1,467.95","106.84K","0.26%"
"03/15/2022","1,468.89","1,461.40","1,469.52","1,455.16","136.42K","0.53%"
"03/14/2022","1,461.10","1,471.44","1,473.98","1,454.34","177.21K","-1.09%"
"03/11/2022","1,477.14","1,487.92","1,490.83","1,469.22","178.19K","-0.88%"
"03/10/2022","1,490.24","1,491.90","1,505.50","1,490.24","148.75K","0.07%"
"03/09/2022","1,489.25","1,493.96","1,497.75","1,485.15","190.16K","-0.06%"
"03/08/2022","1,490.17","1,500.07","1,506.65","1,486.68","222.31K","-1.26%"
"03/07/2022","1,509.12","1,514.76","1,518.32","1,505.79","222.54K","-1.06%"
"03/04/2022","1,525.34","1,525.23","1,529.93","1,519.97","220.07K","0.19%"
"03/03/2022","1,522.49","1,507.53","1,522.49","1,502.41","244.08K","1.59%"
"03/02/2022","1,498.61","1,516.31","1,517.49","1,495.16","291.45K","-1.42%"
"03/01/2022","1,520.12","1,521.44","1,525.00","1,515.49","187.03K","0.19%"
"02/28/2022","1,517.18","1,525.58","1,533.32","1,512.45","193.57K","-0.61%"
"02/25/2022","1,526.50","1,531.97","1,540.13","1,526.50","198.11K","0.29%"
"02/24/2022","1,522.04","1,537.50","1,540.13","1,503.22","275.31K","-1.09%"
"02/23/2022","1,538.83","1,536.60","1,547.19","1,534.19","158.14K","0.42%"
"02/22/2022","1,532.36","1,532.07","1,532.36","1,510.07","223.63K","-0.07%"
"02/21/2022","1,533.40","1,530.65","1,537.56","1,522.48","163.18K","0.13%"
"02/18/2022","1,531.47","1,525.21","1,533.53","1,523.88","155.11K","-0.59%"
"02/17/2022","1,540.51","1,521.37","1,540.51","1,521.37","146.57K","1.25%"
"02/16/2022","1,521.47","1,534.39","1,534.50","1,517.52","122.06K","-0.39%"
"02/15/2022","1,527.36","1,508.25","1,530.04","1,506.69","180.95K","1.48%"
"02/14/2022","1,505.07","1,530.50","1,536.77","1,505.07","254.06K","-2.64%"
"02/11/2022","1,545.92","1,544.76","1,549.37","1,540.50","167.68K","-0.20%"
"02/10/2022","1,548.95","1,554.98","1,557.89","1,536.02","225.00K","-0.22%"
"02/09/2022","1,552.44","1,554.59","1,570.32","1,552.44","230.55K","0.13%"
"02/08/2022","1,550.46","1,539.49","1,555.01","1,537.16","218.96K","0.60%"
"02/07/2022","1,541.25","1,548.38","1,555.01","1,541.25","182.87K","0.59%"
"01/28/2022","1,532.24","1,516.40","1,535.57","1,515.85","194.57K","1.03%"
"01/27/2022","1,516.57","1,520.82","1,528.81","1,507.26","158.58K","-0.57%"
"01/26/2022","1,525.31","1,519.90","1,533.61","1,516.96","236.86K","0.60%"
"01/25/2022","1,516.16","1,471.56","1,516.16","1,466.07","191.55K","3.05%"
"01/24/2022","1,471.31","1,496.36","1,499.22","1,465.76","243.48K","-2.05%"
"01/21/2022","1,502.16","1,497.61","1,508.65","1,492.21","218.98K","0.63%"
"01/20/2022","1,492.81","1,479.81","1,499.47","1,474.67","163.72K","0.69%"
"01/19/2022","1,482.55","1,479.74","1,491.00","1,475.06","142.26K","0.37%"
"01/18/2022","1,477.06","1,473.04","1,489.13","1,464.41","214.02K","-0.10%"
"01/17/2022","1,478.61","1,523.17","1,529.28","1,478.61","290.14K","-2.95%"
"01/14/2022","1,523.57","1,523.96","1,530.20","1,513.17","135.95K","-0.19%"
"01/13/2022","1,526.43","1,533.38","1,548.49","1,524.66","308.82K","-0.24%"
"01/12/2022","1,530.04","1,498.63","1,530.04","1,484.93","282.09K","2.02%"
"01/11/2022","1,499.74","1,516.74","1,519.84","1,497.78","187.02K","-0.99%"
"01/10/2022","1,514.70","1,531.13","1,537.71","1,514.70","200.03K","-1.14%"
"01/07/2022","1,532.24","1,548.77","1,550.47","1,532.24","200.63K","-0.82%"
"01/06/2022","1,544.95","1,542.34","1,554.97","1,541.19","231.96K","-0.07%"
"01/05/2022","1,546.01","1,559.33","1,562.93","1,546.01","222.22K","-0.82%"
"01/04/2022","1,558.87","1,536.45","1,562.54","1,536.45","207.49K","1.51%"
